label,anatomy,,,isomap,,,MDS,,,tsne,,,PLACE
1017,122.73,151.19,118.51,28.46782539,7.700267925,-39.76051047,-7.436718533,-49.90467767,-10.95587325,27.41385703,38.13682451,-15.51391779,5
1017,113.47,153.97,115.46,-41.28993199,25.48178964,4.328345396,3.549136466,4.621987392,-14.94290623,26.92198998,37.85583132,-15.86635413,13
1017,106.01,160.56,114.63,1.884351079,10.93824934,-45.18598075,9.443633375,33.38764368,-23.63478422,26.35311134,37.45632628,-16.16138236,13
1018,179.56,183.93,82.445,24.88197766,9.818971806,-38.99960281,-17.52163764,-41.98939128,-11.28431592,25.07891769,36.03186427,-15.99244489,10
1018,189.53,199.86,87.488,18.12433865,-34.46958412,-27.79491492,-6.720458784,11.68652463,21.51212021,26.50555388,38.49613276,-17.56337969,14
1018,182.37,196.8,86.482,20.44247719,-5.74493666,42.55987512,-0.030737708,0.278296899,24.03057725,24.4004077,35.82595821,-16.79036417,4
1018,197.31,195.75,91.641,-19.51312131,-8.701677323,-43.49104073,0.730913746,6.130947722,-29.44109047,25.11166092,37.27481958,-17.93396883,7
1018,189.94,186.67,84.86,33.3683682,-26.33369847,25.97140537,3.684654107,41.09668832,-19.17255183,24.16687703,36.26765969,-17.90290641,7
1018,175.27,196.46,82.132,2.653332543,4.037815945,46.35412788,-15.3513515,-13.15560677,18.29208493,23.83887261,36.17127053,-18.30929243,15
1018,170.69,193.38,84.32,-15.9198614,5.507386763,-43.61284902,-2.702363809,-69.19842423,4.381717338,23.9301153,36.71324079,-19.04626546,6
1019,217.29,183.05,66.383,39.75980283,23.24330409,17.07701478,-14.86707027,-22.70708024,-16.41812986,24.27669384,37.66074118,-20.01449562,1
1019,205.77,189.52,61.97,-38.59507839,12.67814018,23.05773441,-9.008271211,-66.095705,8.857212173,22.15437076,34.7538029,-18.91163399,8
1020,203.48,196.25,79.124,0.311649673,-1.130363426,46.88751509,25.28915219,-30.06801972,5.730680555,23.89529592,37.90721079,-21.11221388,12
1020,194.63,193,73.78,-2.012267485,9.833006409,-44.79832303,-17.03207038,26.35508607,-10.20908871,23.63426713,37.91767434,-21.60550487,16
1020,198.07,179.28,78.488,-9.857146627,-2.185284815,-47.40776684,-26.74384273,-5.569689535,6.285195258,22.61714695,36.6988012,-21.38560271,8
1020,214,193.65,78.002,-45.22584667,6.589766141,-13.19408905,11.52328182,-9.175084195,13.43611704,22.49342224,36.91553986,-21.99235583,4
1020,208.8,188.9,82.328,-38.06919575,8.143413058,-26.96296891,-9.124558875,75.5465989,-6.036059752,22.13383531,36.74310786,-22.37106623,11
1021,70.334,157.64,60.306,36.28843593,-18.24282592,-22.06590743,4.88132168,37.11635901,-23.11683844,21.91572292,36.80164429,-22.89235299,1
1021,56.731,152.73,45.948,0.76997543,2.548583062,48.7641081,-4.069799412,40.10573695,23.32509326,21.80662157,37.04413927,-23.53572549,9
1022,147.93,203.58,84.606,0.221131142,7.09785472,-47.2436501,15.99592385,-23.06118861,1.863567763,20.07457746,34.50051271,-22.3819963,13
1022,138.6,198.02,93.817,1.765112483,7.086688151,48.67735896,3.249297627,29.19856997,25.61349677,21.07121855,36.63919847,-24.26454731,8
1022,107.84,169.27,131.09,6.4199118,38.04132888,-27.34190492,-8.415293473,-50.93105347,18.64743283,20.61346131,36.26723446,-24.51254898,6
1022,149.44,213.68,87.051,-1.119493174,31.87987757,37.52740339,-10.5738406,-57.96269864,6.83173257,20.65656019,36.77558932,-25.36197446,2
1022,140.64,212.34,93.88,0.011717382,1.494192293,-47.59077988,8.265184708,35.3097462,10.47033765,18.92662015,34.09923628,-23.9897352,11
1022,134.17,209.88,106.38,-17.35462065,13.71860564,39.80060037,8.820063879,7.470482908,-28.00339427,18.66945411,34.04128259,-24.4263301,8
1022,127.23,206.29,111.16,-17.10943419,-12.1885369,43.51893984,-16.42849749,-65.45674444,1.25167985,19.19103048,35.41677563,-25.91509558,14
1022,121.78,200.45,112.35,35.57062786,-2.231991816,28.90801448,0.109149752,0.210993038,25.7473937,18.40343425,34.37801004,-25.64729772,11
1022,121.88,189.55,110.32,-29.88280576,20.95445714,31.54631508,3.571105826,30.56204099,22.73217056,18.34252667,34.68549299,-26.37890845,9
1022,115.15,201.79,115.26,-15.07959598,25.66025393,39.47159317,11.33482855,-6.4160144,-19.97499793,18.38751948,35.20103779,-27.28655156,14
1022,114.14,192.04,117.28,14.94723949,-33.13955599,-28.12807868,0.037475936,7.220802709,16.09622324,17.35497432,33.63858606,-26.57396228,4
1022,116.66,178.19,119.85,-6.873732809,-46.13235088,11.60761063,-0.735347083,57.23366306,10.00654792,17.73745884,34.81172307,-28.02305458,7
1022,110.39,181.3,122.45,-44.8737414,-4.499242188,-4.76859241,21.19033444,16.52857014,19.12202062,16.5628747,32.9177586,-26.99866018,11
1023,154.48,149.05,100,37.58572533,-16.29334377,23.14915961,-1.823057274,-27.57578889,25.06565174,16.49329637,33.19736758,-27.73912463,10
1023,134.11,151.83,97.23,-27.76856225,31.9583976,-19.45215704,-9.458991378,-25.5084296,-17.64501003,16.32780391,33.28649216,-28.33308106,7
1023,119.79,152.25,95.881,-2.161199489,-46.50768629,16.24918877,2.361935245,53.93399696,-14.33806971,17.14889488,35.41311461,-30.703674,3
1023,105.86,154.14,96.567,-11.22165732,36.54564437,27.21374913,-4.511458333,29.01402978,-20.88295482,15.97168025,33.41267649,-29.50569563,12
1024,123.59,159.68,126.89,-2.972928337,1.333664258,-45.24428073,-15.71065509,-51.0185197,-13.4828274,15.94758753,33.80139163,-30.39971516,16
1024,167.36,206.9,82.663,-2.100826525,8.099005242,-48.41102468,13.10594182,2.212027529,-9.573808347,14.73965498,31.65581119,-28.99376729,10
1024,159.67,207.34,90.69,-27.85360662,24.69047965,-31.43517981,3.011650289,-33.53410566,-26.16908007,14.86233009,32.34659664,-30.17003871,14
1024,169.44,197.94,94.811,-47.97361703,3.120261003,2.674098371,-23.53152014,42.95155363,-8.440187579,15.17365693,33.47017478,-31.7895908,5
1024,164.47,193.85,75.22,-32.50492499,18.64000308,32.71410057,2.980406794,-74.69951713,12.27159204,13.80954199,30.87628143,-29.86200653,6
1024,152.96,204.12,101.56,-11.50906123,11.07483017,-45.17218399,1.155856933,-0.765058504,-17.15441634,14.50948615,32.88737888,-32.38779189,6
1024,145.36,197.52,110.34,-31.85014722,-15.02944658,-32.63334501,-27.1428049,23.93591184,-1.390005821,14.51555811,33.35781554,-33.45048779,14
1024,154.92,192.24,109.05,31.66385385,-33.01182916,-10.08875675,11.32916745,60.07121173,-0.170466245,13.5658687,31.61221229,-32.27831196,9
1024,156.82,191.99,82.185,36.4162871,-27.03857716,-9.405029346,10.82710786,38.45654539,-16.90662432,13.21864293,31.23892427,-32.47917163,15
1024,144.13,186.64,118.29,-6.390161196,-47.55295045,-10.32646182,-2.771342852,18.47705777,25.45318623,13.19299265,31.62384862,-33.47973238,10
1024,140.57,176.68,118.93,21.78620035,6.548732005,41.56277574,-17.28255605,-11.499303,23.29730889,12.24150132,29.76668162,-32.08965387,11
1024,134.4,194.41,117.61,-13.770491,-4.216884173,-47.69572603,-0.864332084,19.83621593,-19.20492844,12.11051264,29.87766503,-32.79903953,10
1024,128.3,187.13,119.59,-33.69366427,7.319701866,-28.9671905,0.468716311,24.71059388,-14.53278649,12.30072217,30.79421711,-34.42544337,4
1024,136.39,165.88,121.26,8.3683823,13.56530781,-44.60366974,-1.96114021,5.739276189,-17.01051746,11.33443122,28.79790084,-32.7858684,8
1024,124.75,174.61,119.09,-4.55453884,36.97162313,-31.43423528,-9.94348014,-34.36913342,23.91100398,11.15937282,28.78019232,-33.37015101,14
1025,96.884,156.47,111.92,24.3233401,35.38748025,16.37586692,17.44736534,-17.84534298,-17.14396336,11.61605663,30.41430716,-35.91763588,2
1025,88.428,161.72,75.215,45.72116845,-18.20230827,-3.906232011,-16.08644717,-19.40078313,16.02239677,11.37268217,30.23585375,-36.37036912,6
1025,87.708,152.32,78.212,11.91903816,8.75883352,43.72638475,3.052022122,69.53885287,-4.758896738,10.42024434,28.13549828,-34.47543114,3
1025,78.24,160.61,72.527,10.01754341,44.30586328,6.386750642,5.658173703,-14.89138888,-20.79779408,10.66319365,29.24564151,-36.50762027,2
1025,67.108,165.62,73.29,1.467064116,8.037053491,-47.3827631,4.148352216,10.37742983,-26.33161189,10.74191885,29.93196823,-38.06854889,6
1025,67.084,153.5,89.731,-7.935985117,-48.53692396,7.646322776,-12.87578378,30.52466472,8.327366952,10.23512433,28.98085776,-37.55745522,4
1025,85.247,156.4,115.92,-24.21985259,-28.68958943,-27.81089847,-8.957074141,30.06963202,16.23734024,10.17696865,29.28797016,-38.67917013,4
1025,87.35,150.22,101.59,12.31906682,-45.3192543,-2.708882607,-14.90289809,38.16576601,4.043312889,9.098735596,26.61923818,-35.82939513,14
1025,77.362,153.09,102.13,15.05718879,9.421153012,44.01618318,-15.41856511,-59.61406274,-4.980735751,9.071878258,26.98669374,-37.02598199,9
1025,77,149.24,76.916,19.16313597,-16.61136276,42.62012464,-8.234547684,22.09037711,15.24270765,9.058119294,27.40474845,-38.33160352,1
1026,205.95,145.5,79.814,-19.00221943,21.54670846,-39.00371147,8.349992704,5.621966884,-23.8413498,8.49376452,26.14111923,-37.28164517,4
1026,216.26,146.6,81.544,10.81316281,40.73826411,-25.78709363,8.53006241,-58.58670213,-1.836233999,8.51830937,26.67583397,-38.79702733,16
1026,212.19,149.99,86.27,-34.05054685,33.26525748,-0.129633894,-2.821254838,-42.81963964,-21.8375644,8.567475821,27.30651968,-40.50705625,3
1027,227.38,166.02,97.348,12.57662862,-38.16047159,-24.13640895,-16.24395886,72.92009136,-1.674181694,7.935225698,25.74742529,-38.96377296,4
1027,228.51,179.17,77.745,-15.21767933,-43.44120597,17.31259997,-3.315432874,17.28104232,-18.29181245,7.663697298,25.32154953,-39.09886264,14
1027,222.2,183.87,82.538,-12.10845485,-7.648755746,-43.06829035,21.98348227,-19.60810386,13.25451179,7.780584321,26.18558569,-41.26402093,12
1027,221.48,174.74,90.104,3.612102931,-28.94130172,-36.84198019,14.05652904,51.56673197,5.174557484,7.452377636,25.55456015,-41.10616799,1
1027,218.51,168.68,100.89,-35.32702787,-18.17353699,25.39181249,-13.02485455,29.61197498,15.67062359,7.12529258,24.90175315,-40.89753434,5
1027,232.25,171.04,77.568,1.099704156,-4.771456837,-49.4348883,11.00332111,-12.39976264,12.37682768,7.030647299,25.05021757,-42.01575807,6
1027,234.97,162.1,77.261,-26.96148707,33.88436673,-21.83652798,-15.45862406,-37.68827041,-7.415722325,6.645118419,24.14618863,-41.37076017,11
1027,215.79,186.53,91.351,-28.72952932,-33.55791671,19.54879381,-3.266600314,44.03899985,-22.47260103,6.098879781,22.60851422,-39.58019683,5
1027,211.16,180.26,98.758,-1.078216314,-28.77668929,-38.11270358,-0.491550132,50.32947362,-14.39910141,6.014586771,22.7539227,-40.71424676,8
1027,210.3,171.25,108.39,24.03396686,38.26964459,1.098765542,-3.514532564,-27.08236063,23.46626916,5.96204937,23.02679141,-42.12477807,12
1027,203.39,170.51,109.19,7.029866469,-4.348472477,46.71898049,-3.395015593,79.44503478,-6.962686573,5.642581758,22.25710702,-41.64126239,12
1027,201.37,186.6,102.68,-17.67957569,-2.882578354,-44.75166783,-21.88955107,-33.35065238,15.29903527,5.308937608,21.39559083,-40.95196334,1
1027,193.45,192.09,102.88,-12.19936763,-1.160890044,47.78571824,1.463532596,-20.84986567,19.36997183,5.046368713,20.78748319,-40.71924523,1
1027,190.45,183.14,104.45,-15.55019999,-45.81259139,6.372335707,8.392212594,8.259043842,14.57788032,5.155897723,21.71811327,-43.55395456,1
1027,197.69,178.46,108.66,5.539180655,-1.206645454,44.64718939,-20.67232977,-28.759753,-15.51039446,4.607529941,19.85537548,-40.78123133,10
1028,236.13,157.35,93.055,-45.31965513,-18.50690077,5.134135532,10.64065726,2.572751388,21.6755329,4.433573682,19.55521211,-41.15283545,7
1028,231.14,148.63,92.799,5.769925274,1.055667323,-47.07834956,6.033361815,-75.47159231,-6.299948953,4.189052533,18.92079948,-40.81499952,5
1028,217,156.08,106.08,-5.296981561,43.08255465,-20.68852064,-10.05431538,56.1506977,-0.33875611,4.404261285,20.38162599,-45.08797481,11
1028,204.66,155.19,113.04,-0.869822201,1.943565038,-47.75593467,-2.574930696,-20.39325133,-20.08048762,3.822155118,18.1323663,-41.15547339,10
1028,197.36,149.11,114.56,18.14577124,28.38968443,32.14934701,9.95190984,-29.46068865,-20.31615454,3.731656765,18.15845208,-42.30821113,2
1028,192.59,167.55,121.39,-37.82400418,3.14969987,-31.88862133,-24.50460426,-1.134551114,7.726173153,3.823249668,19.09432877,-45.69378879,5
1028,188.1,152.37,114.81,1.335947089,-47.84603388,1.818185872,16.33925569,33.91480726,-2.203021614,3.471046316,17.8034645,-43.78366144,9
1028,179.25,168.07,127,-12.42433104,35.085263,-33.34370795,-9.618784843,-47.28304515,-18.81259625,3.357861165,17.69995896,-44.76072254,4
1028,166.25,167.8,126.37,3.384947384,7.631997911,48.22660136,9.541680618,63.46183362,15.62793993,3.292799906,17.85047659,-46.44833966,2
1028,158.08,170.06,126.47,22.05018602,12.96581262,38.41145412,8.31451718,45.51736444,-20.35207801,2.867074366,15.99653164,-42.85850993,11
1028,151.17,174.26,120.15,-35.80265226,-25.13025596,-18.13064271,-21.87274361,-13.01741988,-16.79342728,2.862171002,16.44870636,-45.40959132,4
1028,216.63,147.9,106.99,-21.42428178,41.01951798,17.15946547,-10.88771834,-10.96264633,16.12657742,2.729394035,16.17036442,-46.03350151,3
1028,220.4,149.65,95.206,-21.70967435,28.66447694,27.7551096,12.67478071,-8.281173463,24.63905228,2.528734479,15.45843245,-45.41648518,1
1028,179,152.75,127.44,-24.81701737,42.22510672,8.973145129,13.30917148,39.60162901,-11.01424451,2.29913301,14.51615453,-44.05272286,1
1028,177.58,152.52,110.15,-13.33465053,-28.6102347,33.45963959,-15.61958418,44.45864614,13.76204687,2.157316154,14.08221608,-44.18455506,3
1028,166.56,152.89,131.53,42.39064379,-3.799867207,-20.19098694,14.68148483,-20.43779548,-19.43351287,2.057998833,13.90423806,-45.15009534,3
1028,166.87,154.56,111.55,-4.970124632,3.275568404,-48.79275195,-1.139621307,15.38213357,17.97831905,2.013405465,14.09571869,-47.42154917,15
1028,157.41,153.33,123.42,-30.85813329,-20.49707129,31.22633712,6.032900686,-41.27997091,15.41607711,1.83749234,13.3469515,-46.57440411,2
1028,152.21,151.53,117.1,6.134220333,-1.714076336,-44.90096447,-17.87443784,24.77259161,-18.26574531,1.678357291,12.66572478,-45.89972117,1
1028,145.11,151.17,114.56,-24.9336869,22.11725208,-31.90082655,22.67008606,11.68370768,-7.259206019,1.560265752,12.25091683,-46.16832872,4
1028,141.02,153.91,117.44,-8.836663111,5.085648506,46.27380311,1.755499715,-7.430411984,29.39747726,1.505372207,12.31760074,-48.3421286,7
1029,106.32,188.14,105.71,-0.473840234,3.368433809,-46.63795267,7.174602029,-59.90047428,-5.146395217,1.305038122,11.14717169,-45.63210713,4
1029,102,178.66,108.88,-2.118528104,-0.03718217,-45.79864004,-2.885144565,-60.63205023,-14.93416995,1.239594198,11.07374358,-47.36406941,11
1029,91.348,189.2,112.75,18.75038525,-40.86645704,-14.93210154,6.968124497,59.60165924,-13.41232823,1.056659673,9.892684609,-44.29232174,11
1029,89.485,185.14,106.19,25.78865145,23.7614929,-28.76284742,-0.531771957,-8.296067049,22.1826819,1.044623822,10.27262462,-48.24413728,14
1029,80.481,180.25,111.81,9.547174395,1.350926661,47.09879867,1.132815635,-3.291122195,27.38913289,0.863064985,8.936902243,-44.12428107,16
1029,82.808,174.86,94.521,-11.69899656,-48.36197657,3.556064671,11.06662551,-21.42070973,20.85474298,0.848862586,9.281113623,-48.29479272,13
1029,93.203,170.63,118.79,-0.435200887,-0.069183837,48.78574526,8.041340453,-64.25988171,-8.470697989,0.748391148,8.666534958,-47.6603957,16
1029,88.665,163.8,124.5,-43.68670813,12.94587534,8.825322589,17.62878426,-52.08623955,16.09148718,0.662862726,8.158164296,-47.56198018,2
1029,69.067,172.03,96.16,-30.541185,-30.32763911,-24.70864199,16.7745526,-16.01057677,7.866480497,0.553730843,7.271296319,-45.09671883,12
1029,69.28,176.06,76.26,-10.70837915,-3.51916325,-44.7471428,6.294501893,2.034686274,-21.13941142,0.52986585,7.456763083,-49.39225415,12
1029,74.364,166.05,108.2,-24.23316081,39.69963164,-8.660210568,-24.08717498,-7.446477887,-9.63863787,0.431647405,6.543329765,-46.49793549,11
1029,66.745,159.81,97.606,-27.31923259,38.72658323,-3.691640256,1.225876278,3.376893537,28.14550469,0.390299151,6.410951377,-49.12810841,8
1029,56.149,176.48,67.036,-27.61635035,22.45373619,31.97947466,9.108552095,10.83490292,26.02286782,0.31679576,5.677778192,-47.20327904,12
1029,50.762,173.31,74.084,-1.663810417,47.59143799,-11.7652981,-1.441966772,-82.4078398,-5.78261093,0.263277571,5.191391342,-47.15648862,14
1029,51.984,159.97,83.809,-2.979804069,44.40518533,18.91738023,-14.25941911,-35.14896,17.21706573,0.205666669,4.506734844,-45.10870864,12
1029,44.601,160.81,68.683,18.93561011,-29.07895485,-29.17081827,3.052461369,5.677944283,-22.68551178,0.171722091,4.233894434,-47.17885208,12
1030,180.48,197.88,56.871,3.560713961,4.245176169,45.92754822,-6.646948494,-9.279490897,-20.88900683,0.129864472,3.659754461,-45.9846685,16
1030,174.59,191.42,48.826,-14.86594397,0.800689596,-47.31105373,7.814390322,14.42157953,-25.15227618,0.103582617,3.405991875,-49.04793126,1
1030,190.14,187.51,46.915,11.5376897,42.06668156,-17.3480513,0.466191618,-25.90776303,-20.60442817,0.072563088,2.86348316,-48.28225159,1
1030,182.41,183.65,43.449,11.80485374,-4.17094663,-45.84734336,-5.711550147,72.15169824,6.626437887,0.045903873,2.264496633,-46.0448491,4
1030,169.25,201,57.362,-29.96346684,-0.981939174,-39.55714237,20.85478525,-25.54778711,-6.09201619,0.027308159,1.796302726,-45.98824101,11
1030,159.38,206.7,63.948,-1.174638331,8.553695668,46.64363925,2.694397146,-28.37565099,-24.42491464,0.013394922,1.321712972,-45.66247052,13
1030,160.5,194.02,53.463,-7.771544211,-7.575051313,46.7678448,5.456373261,33.64637135,-21.43499692,0.004341568,0.856810319,-45.49117138,13
1030,151.61,201.17,61.528,-10.75240522,43.59238719,15.3115642,13.71337216,-57.67549495,1.398934869,-2.67E-15,0.43320647,-49.6405446,12
1030,143.03,214.07,67.025,-28.73487379,30.95478352,-25.63511565,-21.81645435,-29.50659613,-1.269981987,0.000320539,-0.063258585,-45.86094632,16
1030,131.4,215.58,70.631,16.14270994,-9.519346633,41.55503101,12.17716946,-30.20804081,-13.74389258,0.005300093,-0.522974444,-45.53421251,10
1030,141.26,201.64,63.434,0.792799836,4.410369565,-45.80985053,-11.34609303,-32.98035452,10.95246393,0.0156872,-1.031887957,-47.78968705,5
1030,128.96,201.03,68.596,11.86983517,6.501117334,44.42300282,5.72860157,-25.4667474,14.32640656,0.029170441,-1.439015069,-45.39259397,15
1030,116.36,216.3,75.076,18.27187352,20.47407133,-39.16383171,13.5048155,55.38803306,-3.629188234,0.049590301,-1.956931466,-46.80042521,10
1030,97.862,214.36,71.257,21.70475714,-15.87436813,-41.1252828,8.456600204,55.12790158,10.15620423,0.077770786,-2.557250177,-49.24215351,16
1030,118.45,204.9,71.857,6.850109006,4.512341345,-45.54942428,9.464381594,-78.15630296,0.922832703,0.103128278,-2.906292776,-46.8333454,16
1030,113.25,194.64,74.522,10.14626671,25.6013138,38.40967184,5.694785568,-34.94781004,22.1755581,0.143802262,-3.545517029,-49.1154107,10
1031,126.64,197.72,83.944,7.025802008,-12.08241239,-43.36406601,-2.819303165,4.219660039,-27.8757069,0.18567599,-4.068682869,-49.42059941,10
1031,130.17,210.13,86.537,-32.09064236,0.906066398,31.68418701,-2.352603792,39.94872517,-23.99809818,0.222386885,-4.385095715,-47.41772091,2
1031,123.48,213.22,89.935,17.87058147,-34.26559927,-24.84887652,-2.886836376,-24.04195725,-27.42883323,0.283268722,-5.076889199,-49.46318104,11
1031,112.89,215.43,90.982,-26.85227087,37.4248308,-13.41727499,-15.69280351,25.02823779,-21.10558018,0.317689354,-5.218281918,-46.2554925,10
1031,113.09,210.05,96.423,3.91132756,48.58475298,-0.249365631,-12.98797328,-70.97055581,8.157527834,0.373761697,-5.665842093,-46.06262752,2
1031,111.81,201.55,90.082,17.71254039,-1.83191592,-41.37851967,1.021232946,62.93011987,-9.746286635,0.428887431,-6.035701224,-45.31061705,12
1031,114.58,191.31,83.884,46.63289955,-3.789294272,-16.01612282,15.65086975,9.508287939,12.66022218,0.507034605,-6.658106385,-46.42114616,16
1031,99.245,208.84,94.695,-4.797946511,6.370219567,-45.45235997,-7.876715211,-18.0158609,-14.28657033,0.560938948,-6.903740277,-44.92643,15
1031,98.316,213.05,84.545,-4.253252372,-21.51582424,40.07810507,4.767944097,-11.78721285,18.34620886,0.630365864,-7.299776078,-44.53071832,10
1031,86.244,206.71,87.64,-13.78484745,-39.78647058,-26.09130679,15.58817705,27.88745816,1.321802277,0.717171173,-7.841253994,-45.01114067,7
1031,85.914,211.93,76.729,0.719575064,-3.56104228,-48.06589482,9.024905813,-4.886124277,12.5333212,0.842857118,-8.727652957,-47.30185096,6
1031,103.58,202.61,95.825,-1.514705399,22.16679188,43.11899527,1.556844586,4.852556235,23.99178075,0.967613356,-9.515318886,-48.83742637,16
1031,103.28,194.04,90.136,22.61536467,-29.55192158,27.11725125,25.7983591,28.21324297,-5.833269075,1.033121271,-9.672312813,-47.13854472,4
1031,93.176,203.87,100.65,-5.880617724,-0.801055162,46.18352399,-5.534100284,-39.27698452,-21.92471951,1.078550959,-9.635086037,-44.69615666,3
1031,91.576,197.22,99.197,-31.68117281,-24.07815002,-26.96158054,9.553109785,79.82161673,-2.550471844,1.264102959,-10.79751808,-47.78155121,15
1032,238.84,148.67,76.977,36.19444182,14.71352716,27.48446029,-2.816469828,-55.38665784,11.08347598,1.380072806,-11.29234732,-47.76491582,15
1033,187.17,180.17,33.745,-2.071053407,-2.653282463,49.11887975,-12.05406742,48.21113567,-15.46095073,1.424939778,-11.18836242,-45.31805539,14
1033,181.38,170.16,36.059,2.37292292,-2.906394056,-48.89493031,-3.840498184,-36.97098715,16.62524427,1.505058306,-11.35792383,-44.12746248,8
1033,175.48,172.28,36.757,19.92070848,28.39507813,-31.56258666,15.92357867,25.49382205,-17.63843832,1.694571969,-12.30882404,-45.94081506,12
1034,140.97,199.71,71.44,-28.45177307,-17.83145774,31.03143039,-4.623873275,24.47294062,-15.95806877,1.857021573,-13.00088539,-46.6812169,6
1034,129.72,190.6,73.941,34.24984528,-27.81085931,9.441349643,-10.98492948,-4.348983985,-27.7037175,1.87944233,-12.6978758,-43.91937034,1
1035,184.26,179.23,71.139,8.207281931,6.399181111,45.97708465,5.530177345,34.36167706,-15.63310454,2.073713612,-13.53648751,-45.1558496,6
1035,181.8,173.65,71.712,13.96247166,-43.78246624,5.919811202,4.152701958,66.36445371,4.561628039,2.323110916,-14.66754507,-47.24309722,14
1035,171.54,183.03,62.321,-18.35446737,-6.091288752,43.208914,-3.119711404,-34.03707613,-14.20246822,2.454670275,-15.00566981,-46.7159756,9
1035,167.43,180.45,73.758,24.02074243,-35.38701984,22.93181692,1.122970278,-12.00298728,-22.44021371,2.557739774,-15.15339438,-45.64305901,3
1035,159.01,185.38,67.136,37.03398069,-31.7502141,4.784326607,-26.58570953,13.26855725,-5.907442578,2.57688551,-14.80918961,-43.19652404,7
1035,151.61,186.47,69.826,-40.09359264,-20.43688169,-3.334816965,-15.0164132,3.134211247,-9.164303498,2.770882079,-15.45983717,-43.70666809,1
1035,143.49,186.66,72.72,1.672580481,-45.97110469,-7.408030859,14.52723602,15.31592611,23.71846186,3.048877454,-16.52815755,-45.32542898,4
1035,132.63,183.89,77.668,12.71616003,-13.09075146,43.23625683,-1.027813044,-4.340354066,-26.07862225,3.123815313,-16.46625639,-43.83441421,6
2001,123.23,81.345,67.32,-14.41647695,-25.54176855,-34.17404922,-0.46947787,-23.56603863,22.01641204,3.221880894,-16.52546146,-42.73516529,15
2001,127.8,91.209,63.704,-38.95856279,-13.39955346,26.57814459,-1.16060239,7.292402532,-25.05726792,3.344166666,-16.70166045,-41.98493327,10
2001,115.96,91.639,70.534,10.39789664,-32.45075111,34.63275486,-4.853953661,-29.49565909,22.00228402,3.737072271,-18.18480424,-44.46500642,11
2002,194,135.27,95.516,-0.456249438,44.7605235,8.738636426,1.002835789,4.767090549,-16.91667266,3.702268055,-17.56362011,-41.7982506,6
2002,177.64,136.93,102.15,-14.39986426,-10.047451,-45.21299625,-0.787448172,1.790377958,15.23840539,4.240341654,-19.62305414,-45.47671469,10
2003,199.42,107.75,120.23,-24.74678313,39.3445891,-4.721709355,-15.45580662,-34.63387447,1.686503664,4.36478584,-19.71453855,-44.51621262,2
2003,190.38,112.38,121.04,-3.64310074,2.785670308,-45.63681055,11.91215441,-43.9615966,-7.864267463,4.244669108,-18.72200863,-41.21083091,10
2003,189.77,100.82,119.55,24.37103014,41.44708627,1.283385281,-0.018795899,-36.21033482,-24.71573197,4.492968794,-19.36169348,-41.56580299,12
2003,185.43,104.27,115.64,3.869100692,-1.125940132,45.88848835,-8.661785528,32.3535306,22.94748609,4.997704518,-21.05175832,-44.09717385,15
2003,176.79,109.52,116.47,2.925725283,-35.36231054,28.74145614,-4.623452357,62.35526288,-9.150310591,4.789560206,-19.7296131,-40.34185699,7
2003,170.18,105.38,115.09,2.244401826,32.37620584,-35.94983225,-10.81533408,6.567256225,11.96038165,5.147137371,-20.74351844,-41.42003104,12
2003,179.13,101.29,114.92,42.20360704,-23.50840558,2.176662498,1.571860025,19.1069493,19.13124797,5.604735686,-22.10782357,-43.12522076,2
2003,174.73,96.616,114.65,-16.51831909,-12.59841429,-40.25060368,14.40121557,39.69971475,0.517648968,5.550225558,-21.43623413,-40.86478906,15
2005,80.972,130.83,77.86,-18.12432036,43.01869738,9.678287586,-0.376323932,0.77664391,-23.5797556,6.153759268,-23.2804294,-43.38675412,15
2005,72.232,139.27,80.459,11.09675764,-46.90753704,11.08535978,0.692768548,0.129887941,21.27168859,6.079334431,-22.53605972,-41.072568,15
2005,63.408,138.61,76.933,41.60859755,1.089042547,17.3147598,-13.41374633,-11.97495659,22.13170657,6.33929866,-23.03493957,-41.06800925,10
2005,55.967,136.53,70.506,-1.963403054,-4.522873474,46.92790057,-9.224716256,20.21239042,-26.47049076,6.601631899,-23.5216344,-41.03503824,8
2006,169.73,117.12,29.259,18.04755382,-6.155324585,43.07161781,-1.905396517,-75.5017637,8.478702348,6.609810172,-23.10022493,-39.4453487,2
2006,161.61,117.34,32.531,13.66685275,-34.60811896,27.25717246,0.212164793,3.09229891,-25.28763777,7.347847607,-25.19612167,-42.12313685,6
2006,153.34,121.27,35.889,13.01511917,-3.452136661,-47.87465982,4.21760821,-20.15466643,22.86169819,6.896078326,-23.20877745,-37.99757178,15
2006,151.84,113.38,29.044,38.30490655,-4.576982966,27.03700834,11.5715547,38.6381628,-19.0337936,7.579503658,-25.04336612,-40.16208467,12
2007,166.32,109.04,25.172,38.35355918,-19.69283315,16.02099695,-3.218079567,86.33137594,-0.549028987,8.082246933,-26.22446506,-41.20481933,6
2007,147.19,103.84,33.171,-19.96658778,-38.09204936,-21.28020344,-1.519964594,-12.55198335,-22.60253418,7.824224217,-24.93760555,-38.39781544,11
2007,131.18,105.57,37.395,-21.71252948,-23.0798004,-36.84035791,11.62127705,-16.39415886,-23.79434419,8.184946827,-25.63187989,-38.68388316,15
